"id","Sid","nid","rand_point","type","source","count","xcoord","ycoord","YLat","XLon","Ylogis","road","date","month","season","class","order","species","D_Culvert","D_StreamCr","D_WaterSo","D_FDrain","D_Ruizi","D_StreamUp","RS_light","RS_AgriFa","RS_Multiuse","RS_Wall","RS_RoadJunc","RS_Facility","RS_Parking","RS_Farm","RS_RoadVS","RS_RoadVP","RS_OpenGP","RS_OpenGV","RS_ShortGr","RS_LongGr","RS_TBottom","RS_Bottom","RS_Bamb","RS_Shrubs","RS_CRW","RS_CRWdw","RS_CRWH","RS_CRWHdw","RS_DryStone","RS_MStoneRW","RS_Net","RS_JerseyB","RS_WBeam","RS_VegSlope","RS_OpDrain","RS_OpDrainB","RS_OpDrainW","RS_OpDrainG","elevation","stramean_025","stramax_025","light_dw025","light_dw050","light_dw100","light_dw150","light_dw200","light_dw250","light_up025","light_up050","light_up100","light_up150","light_up200","light_up250","slpmean_dw025","slpmean_dw050","slpmean_dw100","slpmean_dw150","slpmean_dw200","slpmean_dw250","slpmean_up025","slpmean_up050","slpmean_up100","slpmean_up150","slpmean_up200","slpmean_up250","strasum_dw025","strasum_dw050","strasum_dw100","strasum_dw150","strasum_dw200","strasum_dw250","strasum_up025","strasum_up050","strasum_up100","strasum_up150","strasum_up200","strasum_up250","stramean_dw025","stramean_dw050","stramean_dw100","stramean_dw150","stramean_dw200","stramean_dw250","stramean_up025","stramean_up050","stramean_up100","stramean_up150","stramean_up200","stramean_up250","stramax_dw025","stramax_dw050","stramax_dw100","stramax_dw150","stramax_dw200","stramax_dw250","stramax_up025","stramax_up050","stramax_up100","stramax_up150","stramax_up200","stramax_up250","crop_dw025","crop_dw050","crop_dw100","crop_dw150","crop_dw200","crop_dw250","crop_up025","crop_up050","crop_up100","crop_up150","crop_up200","crop_up250","orchard_dw025","orchard_dw050","orchard_dw100","orchard_dw150","orchard_dw200","orchard_dw250","orchard_up025","orchard_up050","orchard_up100","orchard_up150","orchard_up200","orchard_up250","BLeafF_dw025","BLeafF_dw050","BLeafF_dw100","BLeafF_dw150","BLeafF_dw200","BLeafF_dw250","BLeafF_up025","BLeafF_up050","BLeafF_up100","BLeafF_up150","BLeafF_up200","BLeafF_up250","BambF_dw025","BambF_dw050","BambF_dw100","BambF_dw150","BambF_dw200","BambF_dw250","BambF_up025","BambF_up050","BambF_up100","BambF_up150","BambF_up200","BambF_up250","house_dw025","house_dw050","house_dw100","house_dw150","house_dw200","house_dw250","house_up025","house_up050","house_up100","house_up150","house_up200","house_up250","river_dw025","river_dw050","river_dw100","river_dw150","river_dw200","river_dw250","aspect_E","aspect_N","aspect_S","aspect_W"
1484,NA,NA,1194,"random","random",1,294447.0782,2749450.486,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,122.5839044,340.1341865,388.3139726,28.12641045,4.895722872,287.6841483,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43,0,49.48,0,0,48.22,0,0,0,48.48,0,0,0,49.52,0,0,238.8500061,3,7,1,2,9,15,19,23,1,3,9,14,19,23,18.34420776,15.15602838,25.5185405,24.6254764,24.81535672,24.46023769,22.78825283,21.28928905,22.85526843,23.11106379,23.57677144,24.69301271,9,40,114,263,448,666,3,13,47,94,160,240,4.5,4.444444444,3.166666667,2.63,2.262626263,2.134615385,1.5,1.444444444,1.119047619,1.342857143,1.428571429,1.437125749,7,7,7,7,7,7,2,2,2,5,5,5,0,0,59.28374288,1207.904322,5346.106802,10101.25805,464.7776094,1839.205962,5185.650061,5909.894019,6826.260957,10407.85409,0,0,0,0,643.4794162,3376.973865,0,0,349.0707386,349.0707386,349.0707386,1591.960679,0,0,918.9142158,7801.658599,24250.40866,45601.5678,186.754532,670.5136548,4460.899979,8460.494194,12553.60131,20013.95896,0,442.8058821,6317.677643,13033.92656,20402.46663,27775.80835,0,32.30711314,2357.799771,5081.37667,7018.177817,10607.9136,0,0,0,0,575.0771937,1746.659126,81.13362013,921.371342,1571.756862,1674.824086,2662.065229,3400.314947,715.2678334,2861.315708,6161.946104,15043.11593,21806.17343,28114.87426,"0","1","0","0"
1485,NA,NA,1195,"random","random",1,295341.17,2748140.13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,129.8982057,130.0146035,127.2956082,42.66022094,13.72506449,235.860103,1,4.37,0,0,11.41,1.93,0,17.24,0,0,0,0,0,0,0,17.31,0,0,18.76,28.89,0,0,0,0,0,47.05,0,0,0,0,18.68,17.28,314.0700073,1.2,2,1,3,6,7,8,8,0,0,1,2,2,2,15.8692193,11.9030355,19.06108463,24.38333301,25.73570049,27.00574311,20.82002894,20.8572809,27.05687008,30.13426945,31.56138146,32.63146615,3,32,114,230,369,544,3,14,48,108,179,308,1.5,3.2,2.590909091,2.169811321,1.962765957,1.90877193,1,1.272727273,1.6,1.521126761,1.516949153,1.524752475,2,6,6,6,6,6,1,2,3,3,4,4,0,280.8335358,5106.800905,5735.309765,6137.453166,6502.681342,0,0,401.7733661,401.7733661,1263.264486,2579.826426,0,264.4649945,3622.968768,13443.2312,24227.68326,38139.65578,542.4048471,1432.50675,3434.584975,7543.370683,8597.078364,9661.265634,425.9399096,1214.404467,4064.203125,12863.82906,27444.42614,44677.75986,0,337.6109179,4340.173714,13142.50148,29329.51906,57373.91883,0,0,0,1251.193865,4220.632013,7143.791762,0,0,0,1359.098377,4124.650241,4154.440946,0,0,0,0,0,0,85.55502492,946.7955161,1831.965551,1896.611987,2035.682775,2035.682775,322.8951643,1774.570943,3952.402667,5736.081032,7495.85679,10150.35574,"1","0","0","0"
1486,NA,NA,1196,"random","random",1,295181.7656,2747901.751,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,57.90075594,56.88578489,74.81030336,307.7680889,14.21084748,48.83214761,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,0,0,0,0,11.35,48.94,0,0,0,0,11.28,0,0,0,49.1,0,0,326.730011,1.6,2,0,1,2,4,5,5,0,0,0,0,0,0,20.89216518,16.64218087,19.89789001,24.39274005,27.13988706,29.01583417,42.58850225,38.25012502,31.59928044,29.54983474,30.12120946,31.04974701,4,31,92,210,332,491,4,16,50,128,209,330,2,3.1,2.486486486,2.258064516,2.062111801,1.888461538,1.333333333,1.454545455,1.388888889,1.523809524,1.461538462,1.466666667,2,6,6,6,6,6,2,4,4,4,4,4,361.0324941,751.5611677,1590.929838,2530.774324,3819.73766,4248.188306,0,103.328793,4569.07055,7443.19548,7661.340552,7661.340552,0,0,0,0,0,0,0,0,0,0,1816.068903,1956.699563,0,978.3201005,9215.755143,25463.78132,49117.10059,80740.85933,813.8045671,3447.196943,8571.43236,16340.78854,29921.67757,51127.2929,0,0,0,0,0,683.5363083,0,0,1599.761865,8893.424807,17592.71674,26875.02038,0,0,0,0,0,0,0,0,0,0,0,0,312.0445994,1535.803282,3536.716355,6019.38025,8248.306466,10885.8413,"1","0","0","0"
1487,NA,NA,1197,"random","random",1,295048.0363,2747456.375,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,40.13295685,241.2016752,91.3190218,770.0654393,24.31621672,176.7518573,2,0,0,0,0,0,0,0,0,0,0,5.03,4.93,43.63,0,0,0,0,0,0,7.9,0,0,0,0,6.18,0,40.24,0,0,48.84,0,361.4100037,1,1,2,2,7,11,15,19,0,0,0,0,2,4,27.33128484,16.08316369,16.26916975,19.61541116,21.27954,22.33165669,39.80860342,39.56985641,38.46757326,33.70884615,31.85512994,31.38488733,3,35,123,236,398,609,2.270457611,9,34,78,152,232,1,3.181818182,2.510204082,2.126126126,1.950980392,1.856707317,1,1.125,1.133333333,1.258064516,1.407407407,1.516339869,1,6,6,6,6,6,1,2,3,3,5,5,0,0,16.4622108,976.4590421,2588.667918,2668.455296,555.9862883,1690.051544,2390.496842,3355.055085,3579.079606,3579.079606,0,0,0,358.01816,2907.808454,3194.210488,0,6.613793579,1291.279361,3885.530164,4689.523738,4689.523738,0,402.0555488,7546.922649,21958.87219,46046.50096,79535.29358,191.9182536,1281.812668,7454.564904,15956.59298,30633.79341,48186.68154,0,0,0,0,196.8308181,4471.524679,0,0,200.7897125,1478.297514,1557.090439,2747.80991,0,0,696.5122138,1528.80986,1648.975344,2853.303739,0,0,0,0,0,0,2.387469804,1173.080772,3274.485022,5590.41079,8420.170575,11334.83281,"1","0","0","0"
1488,NA,NA,1198,"random","random",1,295044.906,2748866.657,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,52.7821305,53.6823402,45.45071733,562.8782777,10.71291708,405.3726547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75,0,0,0,0,0,48.97,0,48.47,0,48.74,0,0,285.269989,3.75,6,1,1,3,10,19,28,0,0,0,0,0,0,13.73457479,15.73735542,13.037606,13.71813417,15.04291668,17.05243071,38.58946609,39.16425591,32.77921948,31.82614554,32.5785261,35.82631775,12,30,92,203,332,493,3,12,57,130,245,383,6,3,2.3,2.306818182,2.213333333,2.143478261,1.5,1.2,1.5,1.529411765,1.540880503,1.513833992,6,6,6,6,6,6,2,2,4,4,4,4,0,0,305.152902,745.7966453,902.8606395,1012.447347,0,0,0,489.1863729,514.8308588,514.8308588,0,0,0,601.8753684,626.6030778,4177.584301,0,0,0,0,0,0,0,0,2445.514425,10003.83366,21848.58037,34571.76541,801.3241257,3341.258531,13898.17551,27639.41881,48469.14729,84212.31758,0,0,0,0,0,530.8620813,0,0,0,4621.472849,11601.8141,13551.10566,0,0,0,346.9253194,2935.800483,6830.266717,0,0,0,0,0,0,683.6709891,2248.69526,4541.414516,8561.0438,12823.33458,18910.37542,"1","0","0","0"
1489,NA,NA,1199,"random","random",1,294503.9064,2749293.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,17.32909826,247.4748167,291.7865037,144.9807336,8.289020769,201.2066626,1,0,0,0,0,0,0,0,52.18,0,0,0,52.17,0,0,0,0,0,0,0,0,43.14,0,52.09,0,0,43.71,0,0,0,0,52.09,258.3999939,2.2,3,0,0,1,1,9,16,1,2,2,4,20,30,23.8274641,20.20399904,17.03848729,15.76378812,17.30759062,23.51598751,40.29793421,41.89619096,33.47668952,30.30927495,27.74326103,25.72132924,5,31,68,134,255,396,6,20,68,171,322,518,2.5,3.875,2.956521739,2.977777778,3.109756098,2.693877551,2,1.666666667,1.259259259,1.315384615,1.412280702,1.550898204,3,7,7,7,7,7,2,2,2,4,5,5,0,0,509.2710821,1027.973539,1572.285477,1739.076687,0,0,2267.41393,12411.69368,21094.76039,24597.95101,0,0,0,0,0,0,0,0,0,0,1212.832245,4964.347397,0.05279648,176.4617277,1692.353727,4278.81767,7124.404094,17944.29944,842.2050217,4308.970597,13168.69324,18531.57618,27801.07366,43919.83757,0,0,0,937.8822995,3191.683791,10146.77068,0,0,1609.420043,10497.16933,18058.90987,27755.14128,0,0,0,0,247.028144,247.028144,0,0,0,1518.602303,4852.950536,7505.757355,467.682674,2030.740706,5889.610993,9450.080653,16956.77672,23377.88044,"1","0","0","0"
1490,NA,NA,1200,"random","random",1,294519.0756,2749464.783,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,126.8057772,285.6805784,333.0748853,101.5086607,5.362385857,285.0093683,1,0,0,0,0,0,0,0,0,0,0,0,0,18.07,0,0,0,0,4.8,24.28,0,7.48,0,0,0,32.23,18.14,43.56,5.17,43.6,0,0,251.1399994,3,7,1,3,5,7,14,22,0,0,1,4,11,22,9.266557693,15.92481899,26.13100718,27.21243286,27.16341052,26.64583089,25.10053444,21.91451825,24.50549035,24.66735398,25.46007113,25.13341355,14,43,164,312,501,703,4,9,24,50,98,197,7,3.909090909,2.981818182,2.345864662,2.122881356,1.974719101,1,1,1.090909091,1.136363636,1.38028169,1.492424242,7,7,7,7,7,7,1,1,2,2,5,5,0,0,0,1549.41998,3396.069474,10032.93029,422.8652436,1694.678501,3916.926254,4821.307345,5348.768408,8832.126171,0,0,0,0,0,1582.958817,0,0,0,187.9435356,349.0707386,563.5466846,1.528662908,431.8970883,5228.575217,19180.54598,41937.74394,58659.66654,282.1889927,1064.893262,3231.658425,6746.034098,10277.8262,15661.02114,0,440.3709769,5975.036478,15711.17422,23490.18262,36620.6424,0,0,484.5255051,2223.587272,4994.597258,7969.205935,0,0,0,0,0,463.442846,0,0,453.9608792,1571.756862,1571.756862,3021.742037,760.4523507,3059.491174,9433.159338,14129.12297,21089.16154,25954.86868,"0","1","0","0"
1491,NA,NA,1201,"random","random",1,295021.4522,2747409.932,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,19.1574337,274.0080979,38.38611081,822.9475107,49.20452526,126.9688478,1,0,0,0,4.36,0,10.94,0,0,10.72,0,27.61,31.06,0,0,0,7.8,0,34.89,0,0,0,0,0,0,28.9,0,15.55,0,0,50.41,0,354.2000122,2.333333333,3,1,4,9,13,17,19,0,0,0,2,3,4,14.51267322,15.31336846,11.17219206,14.69846342,17.74989509,20.35847262,37.13471667,38.98382986,33.1862836,30.79699605,29.84516839,30.58152606,8,22,103,223,396,592,6,12,48,104,174,253,2.666666667,2.2,2.710526316,2.275510204,2.041237113,1.897435897,2,1.5,1.263157895,1.405405405,1.487179487,1.488235294,3,5,6,6,6,6,3,3,3,5,5,5,0,0,0,35.76068365,1277.602605,2668.455296,0,98.7196274,2127.281805,2692.833736,3579.079606,3579.079606,0,0,407.5607676,2958.054272,3194.210488,3194.210488,427.6612673,1397.023437,3989.533694,4689.523738,4689.523738,4689.523738,0,100.5788136,2374.755275,14609.47957,37088.47904,64630.81673,362.6715488,2308.411844,8657.308046,19725.79377,33744.75494,53583.40489,0,0,0,119.4422139,4712.948713,13763.82038,0,0,233.3058319,1557.090439,2224.526362,3257.864971,175.2888321,639.7471296,1528.80986,1528.80986,1651.477846,2511.682402,0,0,0,0,0,287.3166076,0,3.386581855,2286.961103,5444.122757,8865.590988,11540.60774,"1","0","0","0"
1492,NA,NA,1202,"random","random",1,295359.8975,2748494.666,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7.556132204,244.2076925,275.3330297,320.3226246,5.87669985,497.9869447,0,0,25.79,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,0,27.58,8.26,0,0,3.58,0,0,13.93,8.26,20.57,22.6,0,0,25.71,294.1300049,2.166666667,6,0,1,5,13,23,30,0,0,1,2,2,3,16.29269254,20.82050468,22.06786266,20.90260996,21.91369427,23.61317251,38.94121297,42.80636597,39.37995176,41.58809235,42.70072248,41.3684516,9,26,81,172,352,559,4,11,48,110,171,279,3,2.6,2.25,2.023529412,2.133333333,2.003584229,1.333333333,1.222222222,1.2,1.195652174,1.212765957,1.341346154,6,6,6,6,6,6,2,2,2,2,2,4,0,128.5924991,2922.424807,6602.399488,7626.110656,7638.91436,0,0,0,0,0,0,0,0,0,0,752.7081386,3535.075007,0,0,0,0,0,0,0,131.7510518,3136.13185,7808.994638,23292.49823,43640.16023,607.8699472,3231.092177,15083.82968,34194.87914,54528.65516,79683.66582,0,987.2920806,2810.849997,5116.809182,6291.228447,10916.99603,0,0,0,0,0,0,0,0,77.07198704,1395.053111,2418.600916,2728.828929,0,0,0,0,0,203.7172239,745.634703,1478.807084,3344.540108,5300.375316,12354.82638,16950.6272,"0","1","0","0"
1493,NA,NA,1203,"random","random",1,295368.2379,2748354.566,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,121.4176943,121.6101874,340.1318669,184.2088997,10.04635724,408.6509129,0,0,48.42,0,0,0,0,0,0,0,0,0,0,33.19,0,0,0,0,8.7,14.53,24.91,0,0,0,0,30.89,8.93,14.72,16.41,0,0,32.54,309.9200134,2.5,6,0,1,2,7,9,13,0,0,0,1,1,4,13.25494289,16.409613,22.45124305,24.02311872,26.71867462,26.61112577,35.79600334,35.31439495,33.46905648,35.08420394,36.80092196,37.88802068,7,25,88,221,364,527,3,13,49,113,209,323,3.5,2.777777778,2.315789474,2.428571429,2.11627907,1.973782772,1.5,1.3,1.195121951,1.37804878,1.492857143,1.502325581,6,6,6,6,6,6,2,2,3,4,4,4,0,0,0,825.3970402,2721.848314,8396.864054,0,0,0,0,0,401.7733661,0,0,1145.196445,3653.19315,10364.76786,18569.12014,0,0,0,386.95517,3940.291244,7533.894827,0,952.360841,6396.004112,13372.55485,24390.25525,37441.1342,817.0628488,3642.297359,15502.25787,30713.15573,48026.2597,72095.81743,0,0,0,3203.789052,11523.89544,19895.62603,0,0,0,0,0,0,0,0,129.1585768,353.6770549,357.8445344,1386.143227,0,0,0,203.7172239,904.6540815,2035.682775,390.2043626,1422.483172,3283.511813,8424.529538,10306.54233,12244.19585,"0","0","1","0"
1494,NA,NA,1204,"random","random",1,294517.1464,2749361.395,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,28.26386792,242.4964081,290.204954,127.4269508,3.949014785,242.0545173,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4,0,0,0,0,0,0,29.8,0,0,18.78,0,36.38,8.96,0,25.2,23.51,0,0,257.4400024,3.4,7,0,1,1,5,14,20,0,0,2,10,20,28,22.21130244,17.35163721,16.00010061,18.61944924,24.61785485,26.06093718,41.122015,32.74903255,28.47979097,29.18799936,26.99485952,25.93751611,15,43,104,255,379,539,2,10,49,117,232,362,5,3.583333333,3.058823529,3.035714286,2.595890411,2.313304721,1,1.111111111,1.195121951,1.258064516,1.45,1.436507937,7,7,7,7,7,7,1,2,2,4,5,5,0,0,124.3600534,1036.774995,1632.764012,3826.31518,0,188.0136717,3734.100721,6803.709911,14062.20818,22274.03501,0,0,0,0,0,0,0,0,0,340.5401563,890.7326855,3647.773819,0,263.0700331,2705.797625,7070.330185,19230.92572,37585.02052,719.2709137,3256.412081,9524.125327,14995.48002,19885.25367,28673.56514,0,0,964.786538,4204.917557,11520.23724,19289.44897,0,0.752879628,2008.445661,6291.955502,11112.61204,16576.43144,0,0,0,0,247.028144,247.028144,0,0,400.9116217,1693.829637,3012.57638,5791.783336,759.9906935,3102.608646,8731.682039,17600.95656,21397.51819,25160.97129,"1","0","0","0"
1495,NA,NA,1205,"random","random",1,295132.8298,2748752.908,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11.46269476,100.0503896,79.12550203,605.5535458,27.57473111,525.7063581,2,0,58.39,0,0,45.6,0,0,0,0,0,23.62,23.9,0,57.23,23.75,3.39,0,0,8.82,0,0,24.06,0,0,34.11,0,3.97,0,24.18,0,25.85,278.769989,1.5,2,2,5,8,12,21,33,0,0,0,0,0,1,12.28372431,9.337319297,9.578306568,12.77871163,12.62765692,13.01787051,20.96797848,24.04445047,31.51252995,35.51281605,39.08813495,40.1010497,3,32,92,180,274,433,3,21,77,154,257,385,1.5,3.2,2.705882353,2.278481013,1.957142857,1.986238532,1.5,2.1,1.790697674,1.655913978,1.520710059,1.469465649,2,6,6,6,6,6,2,4,4,4,4,4,0,0,0,0,358.4778593,358.4778593,0,0,0,0,0,0,0,0,0,113.5655705,1068.292201,2971.67451,0,0,0,0,0,0,0,0,321.682264,8954.30566,16979.71116,28280.62903,593.5712971,3067.302271,14746.89802,35669.98839,65195.10238,98192.31081,0,0,0,0,0,165.1570509,0,0,0,0,4.546680882,3911.017454,0,0,0,72.83258626,7712.024725,10969.08742,0,0,0,0,0,0,0,1293.704213,3906.010745,6284.539081,9280.625218,15249.89254,"0","1","0","0"
1496,NA,NA,1206,"random","random",1,295143.0002,2747864.594,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,76.69420619,77.1076469,128.4523273,358.807203,16.59833307,75.728793,1,0,0,0,0,0,0,0,0,0,0,0,0,50.96,0,0,0,0,0,0,48.81,0,0,0,0,45.51,0,0,0,48.97,0,0,328.75,1.2,2,1,1,3,4,4,8,0,0,0,0,0,0,27.49538136,17.41802912,18.72214223,22.57703752,25.61859457,27.68646756,37.8371137,33.80698183,28.93962389,28.21986072,30.39873511,30.94884572,2,31,113,219,348,498,4,10,53,130,217,337,1,3.1,2.756097561,2.305263158,2.096385542,1.915384615,1.333333333,1.111111111,1.472222222,1.625,1.528169014,1.497777778,1,6,6,6,6,6,2,2,4,4,4,4,434.6617374,916.259974,1784.145242,3099.966521,3564.669895,3877.816245,0,1064.655511,4448.959666,6796.147322,7661.340552,7661.340552,0,0,0,0,0,0,0,0,0,0,187.9777482,1816.068903,0,756.089684,8972.768651,24069.96021,47782.30649,78935.69844,834.4779788,2456.536603,6885.824078,13675.98935,26954.55236,50155.37559,0,0,0,0,0,0,0,0,2464.515709,10573.92857,20831.44335,28407.8378,0,0,0,0,0,166.7113371,0,0,0,0,0,0,218.5769893,1635.670738,4405.689374,6881.527136,9360.553186,11103.95526,"0","0","1","0"
1497,NA,NA,1207,"random","random",1,294847.031,2749232.307,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,116.5472863,116.3561329,69.5003147,182.7465611,12.57408104,97.83197458,0,0,0,0,0,0,0,0,0,0,0,0,0,21.39,0,0,0,0,0,0,0,0,0,7.3,0,0,48.59,41.05,0,48.74,0,0,267.3099976,1.25,2,0,2,2,4,8,14,0,0,0,2,5,7,28.10095978,19.11776474,25.79774342,28.45564709,28.14787845,27.7256705,46.55195999,42.27633724,38.17418798,34.34557823,33.31590481,33.10321565,3,36,101,210,375,583,2,15,53,107,188,283,1.5,3.6,2.58974359,2.307692308,2.167630058,2.052816901,1,1.5,1.358974359,1.320987654,1.372262774,1.429292929,2,7,7,7,7,7,1,3,3,3,4,4,0,0,0,0,631.8666372,1561.186791,0,0,1066.485992,2200.724448,3209.435542,4722.469924,0,0,393.3609357,1487.671542,5804.863507,14214.77944,0,0,0.030708044,2469.312636,3523.77983,3523.77983,334.8709653,763.1329619,4525.856317,17570.38468,33719.52883,50865.47891,733.0373209,3358.19484,12529.02141,23570.86014,39709.16276,54924.98782,0,69.6495956,2065.662286,4655.836581,9923.146264,19330.03141,0,0,328.7294862,2383.1561,3506.174816,10091.00839,0,0,0,0,234.0623843,629.8901748,0,0,0,13.11548673,1304.953252,2028.377673,402.3157946,2598.844119,6425.852418,9398.459162,13876.62872,18723.24506,"1","0","0","0"
1498,NA,NA,1208,"random","random",1,294929.5166,2749095.932,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,270.0786897,269.7778605,14.70856936,321.0143652,15.55374847,223.6517501,0,0,0,0,0,0,0,0,0,0,0,0,0,18.44,0,0,0,9.3,0,0,0,28.92,0,38.72,0,29.24,18.77,10.31,0,17.36,31.78,0,285.4700012,1,1,0,2,5,14,17,18,0,0,0,0,0,0,32.2018919,19.0186599,18.95910572,22.47618745,25.04223187,26.12443332,43.27276421,42.5037837,40.20933904,40.09629954,39.43061719,36.13653511,2,37,114,213,354,530,2,8,48,111,189,292,1,3.7,2.85,2.340659341,2.185185185,2.128514056,1,1,1.263157895,1.37037037,1.268456376,1.264069264,1,7,7,7,7,7,1,1,2,3,3,4,0,0,563.5039292,1026.3656,1026.875631,1061.160338,0,0,0,514.8308588,514.8308588,1559.200299,0,0,1010.901192,4374.665208,10270.21838,17874.32333,0,0,0,0,0,463.5218043,234.7282314,473.4840056,4167.025604,11851.97347,23083.05131,42364.08927,565.7159963,2186.898862,11538.52114,28832.63199,51842.43484,71547.47029,0,0,15.59202702,1209.410267,4234.766015,5785.602314,219.700763,1205.70987,2409.603491,2502.423597,5019.498167,16524.67156,0,0,225.3089559,652.5588435,915.4361615,915.4361615,0,0,0,0,0,0,413.8257436,2689.070018,6918.039861,11332.09452,15794.81563,19996.61236,"1","0","0","0"
1499,NA,NA,1209,"random","random",1,294550.3114,2749455.261,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,126.4998267,254.954223,301.9979931,131.0336544,10.32987283,254.2506476,2,0,0,0,4.68,6.28,0,0,13.75,0,0,0,14.05,0,0,18.96,19.91,0,20.17,14.92,0,0,0,0,0,15.05,0,21.47,21.87,19.67,0,0,249.7100067,1,1,2,2,4,5,13,19,0,0,0,3,11,21,20.46645069,16.67095147,26.84956942,27.13300961,27.55245826,27.36186001,23.07960415,21.72309828,24.67490382,25.64228818,25.90920607,25.582817,2,52,163,335,520,686,2,6,19,40,84,194,1,4.333333333,2.672131148,2.445255474,2.12244898,1.965616046,1,1,1.055555556,1.142857143,1.235294118,1.480916031,1,7,7,7,7,7,1,1,2,2,4,5,0,0,0,622.0537335,3852.028458,5526.008518,322.9838142,1060.806794,3327.901229,4280.313262,5317.20579,10021.59509,0,0,0,0,0,997.2608804,0,0,0,0,349.0707386,1632.492986,172.3924293,604.0153926,7099.899251,24296.41064,43373.26206,62174.47304,231.4143608,904.263284,2877.603766,5897.461888,10589.91199,16074.18305,0,0,6517.355785,12847.05944,23601.51502,40135.43101,0,0,96.30343067,1484.965998,3994.696646,8611.539421,0,0,0,0,235.5941872,247.028144,0,0,0.527389669,1182.067427,1590.602355,2566.405969,697.2072375,4158.975635,9064.553921,15637.2588,21383.87593,24794.29965,"0","1","0","0"
1500,NA,NA,1210,"random","random",1,295438.1683,2748432.888,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,98.11014953,226.5569843,371.5532318,282.1312931,19.66250961,511.6847223,1,0,50.1,0,0,0,0,0,0,0,7.54,40.75,40.55,0,0,0,0,0,0,0,48.69,0,0,0,0,0,0,0,49.18,0,0,0,300.0299988,2.4,6,1,4,5,7,12,22,0,0,0,0,1,3,13.99553394,18.00366802,27.0858299,28.11403935,28.31290623,27.58135028,23.09571012,25.78156829,31.91514055,35.69751025,38.45092531,40.4790755,7,32,135,263,420,642,5,11,28,55,95,177,3.5,3.2,2.547169811,2.0546875,1.810344828,1.813559322,1.666666667,1.375,1.166666667,1.170212766,1.233766234,1.361538462,6,6,6,6,6,6,2,2,2,2,3,4,0,0,0,2426.599424,7535.268596,8661.585047,0,0,0,0,0,0,0,0,518.3114569,2000.472594,3695.302897,11469.19349,0,0,0,0,0,216.4215021,0,630.7561095,10938.39372,25031.20198,43513.47031,62891.59921,722.0314548,2828.33748,8881.534036,17228.52966,29460.90195,48354.95566,0,0,345.7460409,7845.163531,18100.75945,27102.67073,0,0,0,0,0,0,0,251.0091862,353.6770549,1430.50069,2417.479143,2417.479143,0,0,0,0,0,203.7172239,154.3657505,1875.294463,5498.985861,6978.839964,8738.033768,14528.20056,"1","0","0","0"
1501,NA,NA,1211,"random","random",1,295215.5412,2748716.742,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,101.4925746,188.9625012,11.34589261,549.7998442,36.26414372,604.4027123,1,0,43.35,0,18.81,41.55,0,0,0,0,0,12.91,17.95,0,33.43,0,0,11.67,0,0,0,0,30.44,0,0,0,0,36.16,0,7.31,0,36.01,284.0599976,1.166666667,2,1,6,14,21,28,36,0,0,0,0,2,2,9.175607522,9.793420315,12.41613407,12.2654171,12.29812574,14.96932989,18.84122435,22.619739,32.33304614,37.82750531,41.30814544,41.74381297,4,19,96,208,349,507,3,11,59,120,204,310,1.333333333,1.9,2.341463415,2.12244898,2.01734104,1.857142857,1,1.222222222,1.638888889,1.578947368,1.52238806,1.462264151,2,6,6,6,6,6,1,2,4,4,4,4,0,0,0,0,1583.393326,6134.529354,0,0,0,0,0,0,0,0,0,0,1373.556683,2793.043673,0,0,0,0,0,0,0,477.9228634,5388.22016,10739.94338,17480.48103,29591.6427,597.3110509,2685.862439,12056.21943,28125.17997,50521.70721,80971.9524,0,0,0,0,492.3316242,7895.634011,0,0,0,0,0,0,0,0,315.0661167,3459.76536,10159.01062,10991.35772,0,0,0,0,0,0,0,792.807048,4461.702107,7621.4688,11975.32889,14424.85881,"0","1","0","0"
